lesson_id,form,graded,kind,question,choices,correct_answer,points,explanation
4-1,notes,no,short,The word that means 'for each one' is ___.,,,0,
4-1,notes,no,short,A comparison of two quantities is a ___.,,,0,
4-1,notes,no,short,"The option with the lower unit rate, costing less per item, is the ___.",,,0,
4-1,notes,no,short,"To find a unit rate, I ___ the price by the number of units.",,,0,
4-1,notes,no,paragraph,"Booth A charges $3 for 5 games and Booth B charges $5 for 8 games. Just by looking, which booth seems like the better deal, and what makes it hard to be sure?",,,0,
4-1,notes,no,paragraph,"How did you find the cost per game (the unit rate) for each booth, and what did you divide?",,,0,
4-1,notes,no,paragraph,The snack bar sells popcorn as 3 cups for $2.25 or 8 cups for $5.60. How do unit rates help you decide the better buy?,,,0,
4-1,notes,no,paragraph,How does finding the unit rate help you compare the booths?,,,0,
4-1,notes,no,paragraph,"Which size is the better deal, and how do you know?",,,0,
4-1,practice,no,mc,A car drives 180 miles in 3 hours. What is the unit rate?,60 miles per hour | 540 miles per hour | 3 miles per hour | 60 hours per mile,,0,
4-1,practice,no,mc,12 oranges cost $4.80. What is the unit price per orange?,$0.40 | $0.48 | $4.00 | $0.04,,0,
4-1,practice,no,mc,Which is the better unit rate for typing speed: 240 words in 4 minutes or 300 words in 6 minutes?,240 words in 4 minutes | 300 words in 6 minutes | They are equal | Cannot tell,,0,
4-1,practice,no,mc,A faucet fills 15 liters in 5 minutes. How many liters per minute?,3 | 75 | 5 | 10,,0,
4-1,practice,no,mc,A booth charges $4.50 for 9 games. What is the unit rate?,$0.50 per game | $0.45 per game | $2.00 per game | $4.50 per game,,0,
4-1,practice,no,mc,A car travels 180 miles using 6 gallons of gas. What is the unit rate in miles per gallon?,30 miles per gallon | 6 miles per gallon | 180 miles per gallon | 36 miles per gallon,,0,
4-1,practice,no,mc,A pack of 8 markers costs $6.00. What is the cost per marker?,$0.75 | $0.80 | $1.33 | $0.60,,0,
4-1,practice,no,mc,Which is a unit rate?,12 miles per 1 hour | 24 miles in 2 hours | 36 miles for 3 gallons | 100 points in 5 games,,0,
4-1,practice,no,paragraph,Complete the table.,,,0,
4-1,practice,no,paragraph,Complete the table.,,,0,
4-1,practice,no,mc,Which token pack from the table above is the best deal?,Pack A | Pack B | Pack C | They are all the same,,0,
4-1,practice,no,paragraph,Sort each situation by whether the unit rate is 'per item' or 'per time'.,,,0,
4-1,practice,no,mc,Runner A completes 4 laps in 12 minutes. Runner B completes 5 laps in 14 minutes. Who runs more laps per minute?,Runner B | Runner A | Same rate | Cannot determine,,0,
4-1,practice,no,paragraph,Find the Rate Error,,,0,
4-1,practice,no,paragraph,"An arcade sells tokens in three packs: 25 tokens for $5, 60 tokens for $10.80, and 100 tokens for $19. A student says the 100-token pack is always the best deal because you get the most tokens. Is the student correct? Find all three unit rates and explain.",,,0,
4-1,practice,no,paragraph,Complete the table.,,,0,
4-1,quiz,yes,mc,A car drives 180 miles in 3 hours. What is the unit rate?,60 miles per hour | 540 miles per hour | 3 miles per hour | 60 hours per mile,60 miles per hour,1,180 ÷ 3 = 60 miles per hour.
4-1,quiz,yes,mc,12 oranges cost $4.80. What is the unit price per orange?,$0.40 | $0.48 | $4.00 | $0.04,$0.40,1,4.80 ÷ 12 = 0.40 per orange.
4-1,quiz,yes,mc,Which is the better unit rate for typing speed: 240 words in 4 minutes or 300 words in 6 minutes?,240 words in 4 minutes | 300 words in 6 minutes | They are equal | Cannot tell,240 words in 4 minutes,1,60 words/min vs 50 words/min; 240 in 4 minutes is faster.
4-1,quiz,yes,mc,A faucet fills 15 liters in 5 minutes. How many liters per minute?,3 | 75 | 5 | 10,3,1,15 ÷ 5 = 3 liters per minute.
4-1,quiz,yes,mc,A booth charges $4.50 for 9 games. What is the unit rate?,$0.50 per game | $0.45 per game | $2.00 per game | $4.50 per game,$0.50 per game,1,$4.50 ÷ 9 = $0.50 per game.
4-1,quiz,yes,mc,A car travels 180 miles using 6 gallons of gas. What is the unit rate in miles per gallon?,30 miles per gallon | 6 miles per gallon | 180 miles per gallon | 36 miles per gallon,30 miles per gallon,1,180 miles ÷ 6 gallons = 30 miles per gallon.
4-1,quiz,yes,mc,A pack of 8 markers costs $6.00. What is the cost per marker?,$0.75 | $0.80 | $1.33 | $0.60,$0.75,1,$6.00 ÷ 8 = $0.75 per marker.
4-1,quiz,yes,mc,Which is a unit rate?,12 miles per 1 hour | 24 miles in 2 hours | 36 miles for 3 gallons | 100 points in 5 games,12 miles per 1 hour,1,A unit rate has 1 in the second quantity. '12 miles per 1 hour' is the only choice where the second quantity is 1.
4-1,quiz,yes,mc,Which token pack from the table above is the best deal?,Pack A | Pack B | Pack C | They are all the same,Pack B,1,"Pack B has a unit rate of $0.20 per token, which is the lowest cost per token."
4-1,quiz,yes,mc,Runner A completes 4 laps in 12 minutes. Runner B completes 5 laps in 14 minutes. Who runs more laps per minute?,Runner B | Runner A | Same rate | Cannot determine,Runner B,1,Runner A: 4÷12 ≈ 0.33 laps/min. Runner B: 5÷14 ≈ 0.36 laps/min. Runner B runs slightly more laps per minute.
4-1,quiz,yes,mc,Sort each situation by whether the unit rate is 'per item' or 'per time'. /  / Where does this belong?  $3 per pound of apples,Rate Per Item | Rate Per Time,Rate Per Item,1,
4-1,quiz,yes,mc,Sort each situation by whether the unit rate is 'per item' or 'per time'. /  / Where does this belong?  60 miles per hour,Rate Per Item | Rate Per Time,Rate Per Time,1,
4-1,quiz,yes,mc,Sort each situation by whether the unit rate is 'per item' or 'per time'. /  / Where does this belong?  $0.25 per token,Rate Per Item | Rate Per Time,Rate Per Item,1,
4-1,quiz,yes,mc,Sort each situation by whether the unit rate is 'per item' or 'per time'. /  / Where does this belong?  15 pages per minute,Rate Per Item | Rate Per Time,Rate Per Time,1,
4-1,quiz,yes,mc,Sort each situation by whether the unit rate is 'per item' or 'per time'. /  / Where does this belong?  $1.50 per bottle,Rate Per Item | Rate Per Time,Rate Per Item,1,
4-1,quiz,yes,mc,Sort each situation by whether the unit rate is 'per item' or 'per time'. /  / Where does this belong?  8 laps per hour,Rate Per Item | Rate Per Time,Rate Per Time,1,
4-1,quiz,yes,mc,Exit Ticket: A store sells 6 pencils for $1.50 and 10 pencils for $2.80. Which is the better buy?,6 for $1.50 — $0.25 each | 10 for $2.80 — $0.28 each | They cost the same per pencil | Not enough information,6 for $1.50 — $0.25 each,1,"$1.50 ÷ 6 = $0.25 per pencil. $2.80 ÷ 10 = $0.28 per pencil. $0.25 < $0.28, so 6 for $1.50 is the better buy."
4-1-flagship,notes,no,short,A ratio that compares two quantities with different units is a ___.,,,0,
4-1-flagship,notes,no,short,A rate that tells the cost or amount for one unit is a ___.,,,0,
4-1-flagship,notes,no,short,The word that means 'for each one' is ___.,,,0,
4-1-flagship,notes,no,short,A comparison of two quantities is a ___.,,,0,
4-1-flagship,notes,no,short,"The option with the lower unit rate, costing less per item, is the ___.",,,0,
4-1-flagship,notes,no,short,"To find a unit rate, I ___ the price by the number of units.",,,0,
4-1-flagship,notes,no,paragraph,Booth A charges $3 for 5 games and Booth B charges $5 for 8 games. Can you tell which is the better deal just by looking at the signs? Why or why not?,,,0,
4-1-flagship,notes,no,paragraph,"How did you find the cost per game for each booth, and which booth wins?",,,0,
4-1-flagship,notes,no,paragraph,"At the snack bar, how would you use a unit rate to find the best popcorn deal among different sizes?",,,0,
4-1-flagship,notes,no,paragraph,How does finding the unit rate help you compare the booths?,,,0,
4-1-flagship,notes,no,paragraph,"Which size is the better deal, and how do you know?",,,0,
4-1-flagship,practice,no,mc,A booth charges $4.50 for 9 games. What is the unit rate?,$0.50 per game | $0.45 per game | $2.00 per game | $4.50 per game,,0,
4-1-flagship,practice,no,mc,A car travels 180 miles using 6 gallons of gas. What is the unit rate in miles per gallon?,30 miles per gallon | 6 miles per gallon | 180 miles per gallon | 36 miles per gallon,,0,
4-1-flagship,practice,no,mc,A pack of 8 markers costs $6.00. What is the cost per marker?,$0.75 | $0.80 | $1.33 | $0.60,,0,
4-1-flagship,practice,no,mc,Which is a unit rate?,12 miles per 1 hour | 24 miles in 2 hours | 36 miles for 3 gallons | 100 points in 5 games,,0,
4-1-flagship,practice,no,paragraph,Complete the table.,,,0,
4-1-flagship,practice,no,paragraph,Complete the table.,,,0,
4-1-flagship,practice,no,mc,Which token pack from the table above is the best deal?,Pack A | Pack B | Pack C | They are all the same,,0,
4-1-flagship,practice,no,paragraph,Sort each situation by whether the unit rate is 'per item' or 'per time'.,,,0,
4-1-flagship,practice,no,mc,Runner A completes 4 laps in 12 minutes. Runner B completes 5 laps in 14 minutes. Who runs more laps per minute?,Runner B | Runner A | Same rate | Cannot determine,,0,
4-1-flagship,practice,no,paragraph,Find the Rate Error,,,0,
4-1-flagship,practice,no,paragraph,"An arcade sells tokens in three packs: 25 tokens for $5, 60 tokens for $10.80, and 100 tokens for $19. A student says the 100-token pack is always the best deal because you get the most tokens. Is the student correct? Find all three unit rates and explain.",,,0,
4-1-flagship,practice,no,paragraph,Complete the table.,,,0,
4-1-flagship,quiz,yes,mc,A booth charges $4.50 for 9 games. What is the unit rate?,$0.50 per game | $0.45 per game | $2.00 per game | $4.50 per game,$0.50 per game,1,$4.50 ÷ 9 = $0.50 per game.
4-1-flagship,quiz,yes,mc,A car travels 180 miles using 6 gallons of gas. What is the unit rate in miles per gallon?,30 miles per gallon | 6 miles per gallon | 180 miles per gallon | 36 miles per gallon,30 miles per gallon,1,180 miles ÷ 6 gallons = 30 miles per gallon.
4-1-flagship,quiz,yes,mc,A pack of 8 markers costs $6.00. What is the cost per marker?,$0.75 | $0.80 | $1.33 | $0.60,$0.75,1,$6.00 ÷ 8 = $0.75 per marker.
4-1-flagship,quiz,yes,mc,Which is a unit rate?,12 miles per 1 hour | 24 miles in 2 hours | 36 miles for 3 gallons | 100 points in 5 games,12 miles per 1 hour,1,A unit rate has 1 in the second quantity. '12 miles per 1 hour' is the only choice where the second quantity is 1.
4-1-flagship,quiz,yes,mc,Which token pack from the table above is the best deal?,Pack A | Pack B | Pack C | They are all the same,Pack B,1,"Pack B has a unit rate of $0.20 per token, which is the lowest cost per token."
4-1-flagship,quiz,yes,mc,Runner A completes 4 laps in 12 minutes. Runner B completes 5 laps in 14 minutes. Who runs more laps per minute?,Runner B | Runner A | Same rate | Cannot determine,Runner B,1,Runner A: 4÷12 ≈ 0.33 laps/min. Runner B: 5÷14 ≈ 0.36 laps/min. Runner B runs slightly more laps per minute.
4-1-flagship,quiz,yes,mc,Sort each situation by whether the unit rate is 'per item' or 'per time'. /  / Where does this belong?  $3 per pound of apples,Rate Per Item | Rate Per Time,Rate Per Item,1,
4-1-flagship,quiz,yes,mc,Sort each situation by whether the unit rate is 'per item' or 'per time'. /  / Where does this belong?  60 miles per hour,Rate Per Item | Rate Per Time,Rate Per Time,1,
4-1-flagship,quiz,yes,mc,Sort each situation by whether the unit rate is 'per item' or 'per time'. /  / Where does this belong?  $0.25 per token,Rate Per Item | Rate Per Time,Rate Per Item,1,
4-1-flagship,quiz,yes,mc,Sort each situation by whether the unit rate is 'per item' or 'per time'. /  / Where does this belong?  15 pages per minute,Rate Per Item | Rate Per Time,Rate Per Time,1,
4-1-flagship,quiz,yes,mc,Sort each situation by whether the unit rate is 'per item' or 'per time'. /  / Where does this belong?  $1.50 per bottle,Rate Per Item | Rate Per Time,Rate Per Item,1,
4-1-flagship,quiz,yes,mc,Sort each situation by whether the unit rate is 'per item' or 'per time'. /  / Where does this belong?  8 laps per hour,Rate Per Item | Rate Per Time,Rate Per Time,1,
4-1-flagship,quiz,yes,mc,Exit Ticket: A store sells 6 pencils for $1.50 and 10 pencils for $2.80. Which is the better buy?,6 for $1.50 — $0.25 each | 10 for $2.80 — $0.28 each | They cost the same per pencil | Not enough information,6 for $1.50 — $0.25 each,1,"$1.50 ÷ 6 = $0.25 per pencil. $2.80 ÷ 10 = $0.28 per pencil. $0.25 < $0.28, so 6 for $1.50 is the better buy."
4-2,notes,no,short,"A ratio that compares a number to 100, written with a % sign, is a ___.",,,0,
4-2,notes,no,short,A number that uses a point to show parts of a whole is a ___.,,,0,
4-2,notes,no,short,Equivalent: ___,,,0,
4-2,notes,no,short,"A common, easy-to-remember value like 50% or 1/4 used for comparing is a ___.",,,0,
4-2,notes,no,short,"An amount taken off a price, often given as a percent, is a ___.",,,0,
4-2,notes,no,paragraph,A player scored 3/4 of the points. The leaderboard shows percents and the game engine uses decimals. What are three different ways to write the same score?,,,0,
4-2,notes,no,paragraph,How did you convert a fraction like 3/5 into a decimal and a percent in the table?,,,0,
4-2,notes,no,paragraph,"A sale says 'Everything 3/5 off!' One friend says that is 35% off and another says 60% off. Who is right, and how do you know?",,,0,
4-2,notes,no,paragraph,"What pattern do you notice when converting between fractions, decimals, and percents?",,,0,
4-2,notes,no,paragraph,"Who is correct, and how much would the game cost on sale?",,,0,
4-2,practice,no,mc,What is 0.45 written as a percent?,45% | 4.5% | 450% | 0.45%,,0,
4-2,practice,no,mc,What is 3/5 written as a percent?,60% | 35% | 53% | 30%,,0,
4-2,practice,no,mc,Which is the largest value?,0.7 | 65% | 3/5 | 0.59,,0,
4-2,practice,no,mc,What is 25% as a fraction in simplest form?,1/4 | 25/10 | 1/5 | 4/1,,0,
4-2,practice,no,paragraph,Sort these values — which are greater than 50% and which are less than 50%?,,,0,
4-2,practice,no,mc,Convert 3/5 to a percent.,60% | 35% | 53% | 65%,,0,
4-2,practice,no,mc,Convert 7/20 to a percent.,35% | 70% | 20% | 14%,,0,
4-2,practice,no,mc,Which decimal is equivalent to 45%?,0.45 | 4.5 | 0.045 | 45.0,,0,
4-2,practice,no,mc,What fraction is equal to 0.75?,3/4 | 7/5 | 3/5 | 7/10,,0,
4-2,practice,no,paragraph,"Place each value on the number line: A = 3/8, B = 0.6, C = 85%",,,0,
4-2,practice,no,mc,A game shows your score as 7/8 complete. What percent is that?,87.5% | 78% | 75% | 88%,,0,
4-2,practice,no,paragraph,Complete the table.,,,0,
4-2,practice,no,paragraph,Order these values from least to greatest by sorting them into the correct position.,,,0,
4-2,practice,no,paragraph,Find the Conversion Error,,,0,
4-2,practice,no,paragraph,A student says 3/8 is greater than 40% because 3 and 8 are bigger numbers than 4 and 0. Is the student correct? Convert both values to the same form and explain.,,,0,
4-2,practice,no,paragraph,"Place 1/3, 0.4, and 38% on the number line. Which is greatest?",,,0,
4-2,quiz,yes,mc,What is 0.45 written as a percent?,45% | 4.5% | 450% | 0.45%,45%,1,Multiply by 100: 0.45 = 45%.
4-2,quiz,yes,mc,What is 3/5 written as a percent?,60% | 35% | 53% | 30%,60%,1,3/5 = 0.6 = 60%.
4-2,quiz,yes,mc,Which is the largest value?,0.7 | 65% | 3/5 | 0.59,0.7,1,"0.7 = 70%, larger than 65%, 60% (3/5), and 59%."
4-2,quiz,yes,mc,What is 25% as a fraction in simplest form?,1/4 | 25/10 | 1/5 | 4/1,1/4,1,25% = 25/100 = 1/4.
4-2,quiz,yes,mc,Convert 3/5 to a percent.,60% | 35% | 53% | 65%,60%,1,3 ÷ 5 = 0.6 = 60%.
4-2,quiz,yes,mc,Convert 7/20 to a percent.,35% | 70% | 20% | 14%,35%,1,7 ÷ 20 = 0.35 = 35%.
4-2,quiz,yes,mc,Which decimal is equivalent to 45%?,0.45 | 4.5 | 0.045 | 45.0,0.45,1,"To convert a percent to a decimal, divide by 100: 45 ÷ 100 = 0.45."
4-2,quiz,yes,mc,What fraction is equal to 0.75?,3/4 | 7/5 | 3/5 | 7/10,3/4,1,0.75 = 75/100. Simplify by dividing both by 25: 75÷25 = 3 and 100÷25 = 4. So 0.75 = 3/4.
4-2,quiz,yes,mc,A game shows your score as 7/8 complete. What percent is that?,87.5% | 78% | 75% | 88%,87.5%,1,"7 ÷ 8 = 0.875, and 0.875 × 100 = 87.5%."
4-2,quiz,yes,mc,Sort these values — which are greater than 50% and which are less than 50%? /  / Where does this belong?  3/4,Greater than 50% | Less than 50%,Greater than 50%,1,
4-2,quiz,yes,mc,Sort these values — which are greater than 50% and which are less than 50%? /  / Where does this belong?  0.8,Greater than 50% | Less than 50%,Greater than 50%,1,
4-2,quiz,yes,mc,Sort these values — which are greater than 50% and which are less than 50%? /  / Where does this belong?  65%,Greater than 50% | Less than 50%,Greater than 50%,1,
4-2,quiz,yes,mc,Sort these values — which are greater than 50% and which are less than 50%? /  / Where does this belong?  7/10,Greater than 50% | Less than 50%,Greater than 50%,1,
4-2,quiz,yes,mc,Sort these values — which are greater than 50% and which are less than 50%? /  / Where does this belong?  1/3,Greater than 50% | Less than 50%,Less than 50%,1,
4-2,quiz,yes,mc,Sort these values — which are greater than 50% and which are less than 50%? /  / Where does this belong?  0.25,Greater than 50% | Less than 50%,Less than 50%,1,
4-2,quiz,yes,mc,Sort these values — which are greater than 50% and which are less than 50%? /  / Where does this belong?  40%,Greater than 50% | Less than 50%,Less than 50%,1,
4-2,quiz,yes,mc,Sort these values — which are greater than 50% and which are less than 50%? /  / Where does this belong?  2/5,Greater than 50% | Less than 50%,Less than 50%,1,
